M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Player No,Player Name,C,Position,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,SCORING_Efficiency %,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,ATTACK_Efficiency %,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,BLOCK_Efficiency %,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,SERVE_Efficiency %,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,RECEPTION_Efficiency %,DIG_Digs,DIG_Errors,DIG_Total,DIG_Efficiency %,SET_Point,SET_Errors,SET_Attempts,SET_Total,SET_Efficiency %
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,1,Youssef ,-,OH,12,9,1,2,-,-1.85,9,5,12,26,15.38,1,8,0,9,-77.78,2,0,17,19,10.53,14,0,14,28,50,10,2,13,61.54,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,2,Pape ,-,MB,10,6,4,0,-,19.35,6,0,4,10,60,4,3,4,11,9.09,0,1,9,10,-10,0,0,0,0,-,2,0,4,50,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,4,Renan ,-,OH,8,7,1,0,-,1.85,7,2,14,23,21.74,1,5,5,11,-36.36,0,0,20,20,0,12,1,10,23,47.83,7,1,12,50,0,0,14,14,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,7,Belal ,-,MB,8,2,5,1,-,3.12,2,0,4,6,33.33,5,7,5,17,-11.76,1,0,8,9,11.11,1,0,0,1,100,7,0,9,77.78,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,9,Milos ,-,S,1,1,0,0,-,10,1,0,1,2,50,0,0,2,2,0,0,0,6,6,0,0,0,1,1,0,4,0,4,100,6,0,43,49,12.24
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,10,Ghanim ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,11,Nikola ,-,OH,2,2,0,0,-,-11.11,2,4,7,13,-15.38,0,1,1,2,-50,0,0,12,12,0,8,0,4,12,66.67,5,2,8,37.5,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,12,Mubarak,C,O,17,13,4,0,-,4.62,13,7,14,34,17.65,4,7,4,15,-20,0,0,16,16,0,0,0,0,0,-,5,3,10,20,0,0,3,3,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,14,Yousef ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,15,Mahdi ,-,S,3,1,2,0,-,-16.67,1,0,1,2,50,2,6,2,10,-40,0,0,6,6,0,0,0,0,0,-,3,0,3,100,24,1,48,73,31.51
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,5,2,11,18,16.67,16,3,20,65,0,0,4,4,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,20,Abdallah ,-,MB,19,15,4,0,-,19.57,15,1,5,21,66.67,4,7,3,14,-21.43,0,2,9,11,-18.18,1,0,0,1,100,2,2,6,0,0,0,2,2,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,21,Ilija ,-,OH,0,0,0,0,-,-14.29,0,0,2,2,0,0,1,3,4,-25,0,0,1,1,0,2,2,2,6,0,1,0,2,50,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,ALL,29,Mubarak ,-,OH,0,0,0,0,-,-66.67,0,1,1,2,-50,0,1,0,1,-100,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,1,Youssef ,-,OH,4,3,0,1,-,-5.56,3,1,3,7,28.57,0,4,0,4,-100,1,0,6,7,14.29,5,0,4,9,55.56,5,0,6,83.33,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,2,Pape ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,4,Renan ,-,OH,3,2,1,0,-,12.5,2,0,5,7,28.57,1,1,2,4,0,0,0,5,5,0,2,0,3,5,40,0,0,2,0,0,0,4,4,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,7,Belal ,-,MB,2,0,1,1,-,22.22,0,0,1,1,0,1,0,3,4,25,1,0,3,4,25,0,0,0,0,-,2,0,3,66.67,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,9,Milos ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,10,Ghanim ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,11,Nikola ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,12,Mubarak,C,O,5,4,1,0,-,18.75,4,1,3,8,37.5,1,1,1,3,0,0,0,5,5,0,0,0,0,0,-,1,0,1,100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,14,Yousef ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,15,Mahdi ,-,S,0,0,0,0,-,-50,0,0,0,0,-,0,2,0,2,-100,0,0,2,2,0,0,0,0,0,-,1,0,1,100,6,0,19,25,24
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,1,1,2,-50,6,0,6,100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,20,Abdallah ,-,MB,3,2,1,0,-,-9.09,2,1,3,6,16.67,1,2,0,3,-33.33,0,1,1,2,-50,0,0,0,0,-,1,0,2,50,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,21,Ilija ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,1,29,Mubarak ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,1,Youssef ,-,OH,3,2,1,0,-,18.18,2,1,3,6,16.67,1,0,0,1,100,0,0,4,4,0,3,0,3,6,50,0,1,1,-100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,2,Pape ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,4,Renan ,-,OH,2,2,0,0,-,16.67,2,0,1,3,66.67,0,0,0,0,-,0,0,9,9,0,5,1,2,8,50,2,1,5,20,0,0,4,4,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,7,Belal ,-,MB,4,1,3,0,-,9.09,1,0,2,3,33.33,3,3,0,6,0,0,0,2,2,0,1,0,0,1,100,3,0,3,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,9,Milos ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,4,4,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,10,Ghanim ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,11,Nikola ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,12,Mubarak,C,O,2,2,0,0,-,-11.11,2,2,0,4,0,0,1,0,1,-100,0,0,4,4,0,0,0,0,0,-,1,0,2,50,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,14,Yousef ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,15,Mahdi ,-,S,3,1,2,0,-,14.29,1,0,0,1,100,2,2,0,4,0,0,0,2,2,0,0,0,0,0,-,1,0,1,100,7,0,8,15,46.67
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,0,1,3,66.67,2,2,4,0,0,0,2,2,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,20,Abdallah ,-,MB,5,4,1,0,-,18.18,4,0,1,5,80,1,2,0,3,-33.33,0,1,2,3,-33.33,0,0,0,0,-,0,1,1,-100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,21,Ilija ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,2,29,Mubarak ,-,OH,0,0,0,0,-,-50,0,1,1,2,-50,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,1,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,1,Youssef ,-,OH,0,0,0,0,-,-42.86,0,2,3,5,-40,0,1,0,1,-100,0,0,1,1,0,2,0,2,4,50,3,0,3,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,2,Pape ,-,MB,4,2,2,0,-,20,2,0,2,4,50,2,1,0,3,33.33,0,1,2,3,-33.33,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,4,Renan ,-,OH,2,2,0,0,-,7.14,2,0,4,6,33.33,0,1,2,3,-33.33,0,0,5,5,0,2,0,2,4,50,3,0,3,100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,7,Belal ,-,MB,0,0,0,0,-,-50,0,0,1,1,0,0,3,1,4,-75,0,0,1,1,0,0,0,0,0,-,2,0,2,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,9,Milos ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,10,Ghanim ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,11,Nikola ,-,OH,0,0,0,0,-,-9.09,0,1,2,3,-33.33,0,0,0,0,-,0,0,8,8,0,4,0,1,5,80,3,0,4,75,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,12,Mubarak,C,O,2,1,1,0,-,-13.33,1,2,4,7,-14.29,1,2,2,5,-20,0,0,3,3,0,0,0,0,0,-,1,2,3,-33.33,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,14,Yousef ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,15,Mahdi ,-,S,0,0,0,0,-,-28.57,0,0,1,1,0,0,2,2,4,-50,0,0,2,2,0,0,0,0,0,-,1,0,1,100,11,1,21,33,30.3
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,2,1,5,8,12.5,3,0,3,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,20,Abdallah ,-,MB,9,7,2,0,-,53.33,7,0,1,8,87.5,2,1,1,4,25,0,0,3,3,0,0,0,0,0,-,1,0,1,100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,21,Ilija ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,3,29,Mubarak ,-,OH,0,0,0,0,-,-100,0,0,0,0,-,0,1,0,1,-100,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,1,Youssef ,-,OH,3,2,0,1,-,20,2,0,2,4,50,0,1,0,1,-100,1,0,4,5,20,2,0,1,3,66.67,1,1,2,0,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,2,Pape ,-,MB,4,2,2,0,-,21.43,2,0,2,4,50,2,1,4,7,14.29,0,0,3,3,0,0,0,0,0,-,2,0,4,50,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,4,Renan ,-,OH,1,1,0,0,-,-33.33,1,2,4,7,-14.29,0,3,1,4,-75,0,0,1,1,0,3,0,3,6,50,2,0,2,100,0,0,5,5,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,7,Belal ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,9,Milos ,-,S,0,0,0,0,-,0,0,0,1,1,0,0,0,2,2,0,0,0,3,3,0,0,0,1,1,0,2,0,2,100,3,0,27,30,10
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,10,Ghanim ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,11,Nikola ,-,OH,1,1,0,0,-,-9.09,1,1,4,6,0,0,1,1,2,-50,0,0,3,3,0,3,0,2,5,60,2,0,2,100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,12,Mubarak,C,O,6,4,2,0,-,11.11,4,2,5,11,18.18,2,2,0,4,0,0,0,3,3,0,0,0,0,0,-,2,1,3,33.33,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,14,Yousef ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,15,Mahdi ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,1,0,3,4,25,3,1,5,40,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,20,Abdallah ,-,MB,2,2,0,0,-,0,2,0,0,2,100,0,2,2,4,-50,0,0,3,3,0,1,0,0,1,100,0,1,2,-50,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,21,Ilija ,-,OH,0,0,0,0,-,0,0,0,1,1,0,0,0,2,2,0,0,0,1,1,0,1,0,1,2,50,1,0,2,50,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,4,29,Mubarak ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,1,Youssef ,-,OH,2,2,0,0,-,-12.5,2,1,1,4,25,0,2,0,2,-100,0,0,2,2,0,2,0,4,6,33.33,1,0,1,100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,2,Pape ,-,MB,2,2,0,0,-,14.29,2,0,0,2,100,0,1,0,1,-100,0,0,4,4,0,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,4,Renan ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,7,Belal ,-,MB,2,1,1,0,-,16.67,1,0,0,1,100,1,1,1,3,0,0,0,2,2,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,9,Milos ,-,S,1,1,0,0,-,25,1,0,0,1,100,0,0,0,0,-,0,0,3,3,0,0,0,0,0,-,1,0,1,100,3,0,12,15,20
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,10,Ghanim ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,11,Nikola ,-,OH,1,1,0,0,-,-20,1,2,1,4,-25,0,0,0,0,-,0,0,1,1,0,1,0,1,2,50,0,2,2,-100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,12,Mubarak,C,O,2,2,0,0,-,14.29,2,0,2,4,50,0,1,1,2,-50,0,0,1,1,0,0,0,0,0,-,0,0,1,0,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,14,Yousef ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,15,Mahdi ,-,S,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,19,Naji ,-,L,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,1,1,0,2,0,2,100,0,0,1,1,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,20,Abdallah ,-,MB,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,21,Ilija ,-,OH,0,0,0,0,-,-33.33,0,0,1,1,0,0,1,1,2,-50,0,0,0,0,-,1,2,1,4,-25,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Qatar,Oman,2,3,25,25,25,22,13,19,21,27,25,15,5,29,Mubarak ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Oman,Qatar,3,2,19,21,27,25,15,25,25,25,22,13,ALL,1,Saud,C,MB,14,9,5,0,-,16.67,9,2,10,21,33.33,5,3,7,15,13.33,0,1,11,12,-8.33,1,0,2,3,33.33,3,1,5,40,0,0,3,3,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Oman,Qatar,3,2,19,21,27,25,15,25,25,25,22,13,ALL,4,Younes ,-,L,0,0,0,0,-,0,0,0,0,0,-,0,0,0,0,-,0,0,3,3,0,0,0,0,0,-,0,1,1,-100,0,0,0,0,-
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Oman,Qatar,3,2,19,21,27,25,15,25,25,25,22,13,ALL,6,Majid ,-,O,26,26,0,0,-,18.06,26,10,18,54,29.63,0,0,3,3,0,0,3,12,15,-20,3,1,2,6,33.33,8,2,13,46.15,0,0,6,6,0
Men,2026,1,2026/6/20,B,Preliminary,Amdavad,India,Oman,Qatar,3,2,19,21,27,25,15,25,25,25,22,13,ALL,7,Jr.Adam ,-,OH,0,0,0,0,-,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,0,-,0,0,0,-,0,0,0,0,-
