M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET_Won,SET_Lost,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,Total ABSABS,Attack PointsA Pts,Block PointsB Pts,Serve PointsS Pts,ErrorsErr,PointPt,ErrorsErr,AttemptsAtt,TotalTot.,PointPt,ErrorsErr,TouchesTouches,TotalTot.,PointPt,ErrorsErr,AttemptsAtt,TotalTot.,SuccessfulSuccessful,ErrorsErr,AttemptsAtt,TotalTot.,DigsDig,ErrorsErr,TotalTot.,PointPt,ErrorsErr,AttemptsAtt,TotalTot.
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,Iran,China,3,1,25,23,25,25,-,23,25,22,23,-,1,17,16,0,1,-,16,2,6,24,0,6,1,7,1,3,20,24,7,2,10,19,6,1,7,7,0,16,23
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,Iran,China,3,1,25,23,25,25,-,23,25,22,23,-,2,15,11,3,1,-,11,4,8,23,3,6,2,11,1,5,18,24,7,0,11,18,3,4,8,4,0,17,21
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,Iran,China,3,1,25,23,25,25,-,23,25,22,23,-,3,21,16,4,1,-,16,3,7,26,4,7,4,15,1,2,21,24,8,1,12,21,8,4,15,6,0,22,28
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,Iran,China,3,1,25,23,25,25,-,23,25,22,23,-,4,20,19,1,0,-,19,2,12,33,1,6,7,14,0,5,20,25,4,2,14,20,13,1,17,5,0,28,33
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,China,Iran,1,3,23,25,22,23,-,25,23,25,25,-,ALL,75,62,8,5,-,62,15,33,110,8,22,8,38,5,16,73,94,32,3,47,82,21,10,49,14,0,95,109
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,China,Iran,1,3,23,25,22,23,-,25,23,25,25,-,1,20,16,2,2,-,16,3,3,22,2,4,1,7,2,5,17,24,8,1,12,21,3,3,9,3,0,19,22
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,China,Iran,1,3,23,25,22,23,-,25,23,25,25,-,2,18,16,2,0,-,16,5,4,25,2,3,0,5,0,6,18,24,6,1,12,19,6,2,11,3,0,23,26
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,China,Iran,1,3,23,25,22,23,-,25,23,25,25,-,3,19,16,2,1,-,16,5,12,33,2,6,2,10,1,2,20,23,11,1,10,22,7,3,13,5,0,25,30
Men,2026,18,2026/9/9,B,Preliminary,Fukuoka,Japan,China,Iran,1,3,23,25,22,23,-,25,23,25,25,-,4,18,14,2,2,-,14,2,14,30,2,9,5,16,2,3,18,23,7,0,13,20,5,2,16,3,0,28,31
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Japan,India,3,0,25,25,25,-,-,17,15,19,-,-,ALL,55,42,6,7,-,42,13,25,80,6,9,8,23,7,11,55,73,17,1,26,44,31,8,55,27,0,55,82
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Japan,India,3,0,25,25,25,-,-,17,15,19,-,-,1,18,14,2,2,-,14,4,8,26,2,3,6,11,2,1,21,24,5,1,9,15,12,4,22,6,0,21,27
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Japan,India,3,0,25,25,25,-,-,17,15,19,-,-,2,18,13,1,4,-,13,4,8,25,1,2,2,5,4,4,17,25,3,0,9,12,10,2,16,11,0,15,26
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Japan,India,3,0,25,25,25,-,-,17,15,19,-,-,3,19,15,3,1,-,15,5,9,29,3,4,0,7,1,6,17,24,9,0,8,17,9,2,17,10,0,19,29
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,India,Japan,0,3,17,15,19,-,-,25,25,25,-,-,ALL,35,26,8,1,-,26,15,29,70,8,9,15,32,1,9,43,53,13,7,42,62,16,14,34,17,0,52,69
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,India,Japan,0,3,17,15,19,-,-,25,25,25,-,-,1,16,11,4,1,-,11,4,14,29,4,3,5,12,1,3,14,18,5,2,16,23,6,5,13,7,0,21,28
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,India,Japan,0,3,17,15,19,-,-,25,25,25,-,-,2,9,7,2,0,-,7,5,8,20,2,3,6,11,0,3,12,15,7,4,10,21,3,4,8,6,0,13,19
Men,2026,19,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,India,Japan,0,3,17,15,19,-,-,25,25,25,-,-,3,10,8,2,0,-,8,6,7,21,2,3,4,9,0,3,17,20,1,1,16,18,7,5,13,4,0,18,22
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Korea,China,3,1,17,25,25,29,-,25,21,22,27,-,ALL,76,61,10,5,-,61,29,39,129,10,18,18,46,5,7,83,95,17,3,66,86,43,10,67,22,0,109,131
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Korea,China,3,1,17,25,25,29,-,25,21,22,27,-,1,12,10,2,0,-,10,12,7,29,2,2,4,8,0,2,16,18,4,1,18,23,7,1,11,2,0,28,30
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Korea,China,3,1,17,25,25,29,-,25,21,22,27,-,2,20,16,3,1,-,16,5,14,35,3,4,7,14,1,2,21,24,4,1,15,20,17,2,21,7,0,29,36
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Korea,China,3,1,17,25,25,29,-,25,21,22,27,-,3,19,15,2,2,-,15,2,6,23,2,8,4,14,2,2,21,25,3,1,13,17,6,3,13,6,0,17,23
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Korea,China,3,1,17,25,25,29,-,25,21,22,27,-,4,25,20,3,2,-,20,10,12,42,3,4,3,10,2,1,25,28,6,0,20,26,13,4,22,7,0,35,42
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,China,Korea,1,3,25,21,22,27,-,17,25,25,29,-,ALL,75,55,17,3,-,55,19,40,114,17,26,19,62,3,10,83,96,15,5,68,88,32,13,54,27,0,92,119
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,China,Korea,1,3,25,21,22,27,-,17,25,25,29,-,1,17,9,7,1,-,9,6,8,23,7,5,3,15,1,1,22,24,1,0,15,16,6,3,11,4,0,19,23
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,China,Korea,1,3,25,21,22,27,-,17,25,25,29,-,2,15,13,1,1,-,13,5,16,34,1,8,5,14,1,2,19,22,6,1,15,22,13,1,18,5,0,31,36
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,China,Korea,1,3,25,21,22,27,-,17,25,25,29,-,3,20,17,2,1,-,17,3,7,27,2,4,4,10,1,5,16,22,6,2,15,23,6,2,9,7,0,21,28
Men,2026,20,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,China,Korea,1,3,25,21,22,27,-,17,25,25,29,-,4,23,16,7,0,-,16,5,9,30,7,9,7,23,0,2,26,28,2,2,23,27,7,7,16,11,0,21,32
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Iran,Chinese Taipei,3,1,25,25,21,25,-,19,19,25,18,-,ALL,79,68,7,4,-,68,12,24,104,7,23,18,48,4,13,78,95,15,4,52,71,35,13,54,56,1,45,102
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Iran,Chinese Taipei,3,1,25,25,21,25,-,19,19,25,18,-,1,22,20,0,2,-,20,0,7,27,0,7,7,14,2,3,19,24,4,1,13,18,9,5,15,12,0,14,26
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Iran,Chinese Taipei,3,1,25,25,21,25,-,19,19,25,18,-,2,20,15,4,1,-,15,2,4,21,4,7,0,11,1,2,22,25,3,1,12,16,4,2,7,12,1,7,20
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Iran,Chinese Taipei,3,1,25,25,21,25,-,19,19,25,18,-,3,16,15,0,1,-,15,7,3,25,0,6,4,10,1,4,16,21,3,1,17,21,7,3,12,14,0,11,25
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Iran,Chinese Taipei,3,1,25,25,21,25,-,19,19,25,18,-,4,21,18,3,0,-,18,3,10,31,3,3,7,13,0,4,21,25,5,1,10,16,15,3,20,18,0,13,31
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Chinese Taipei,Iran,1,3,19,19,25,18,-,25,25,21,25,-,ALL,64,49,11,4,-,49,12,41,102,11,11,14,36,4,11,67,82,20,4,58,82,21,20,52,40,1,58,99
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Chinese Taipei,Iran,1,3,19,19,25,18,-,25,25,21,25,-,1,15,14,0,1,-,14,1,13,28,0,2,2,4,1,2,17,20,4,2,15,21,6,7,17,8,0,18,26
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Chinese Taipei,Iran,1,3,19,19,25,18,-,25,25,21,25,-,2,16,13,2,1,-,13,6,3,22,2,2,3,7,1,3,15,19,4,1,18,23,3,5,8,11,0,11,22
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Chinese Taipei,Iran,1,3,19,19,25,18,-,25,25,21,25,-,3,19,12,6,1,-,12,1,12,25,6,3,2,11,1,4,20,25,6,1,10,17,6,6,14,12,0,12,24
Men,2026,21,2026/9/11,Quarter_Finals,Final_Round,Fukuoka,Japan,Chinese Taipei,Iran,1,3,19,19,25,18,-,25,25,21,25,-,4,14,10,3,1,-,10,4,13,27,3,4,7,14,1,2,15,18,6,0,15,21,6,2,13,9,1,17,27
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Thailand,Australia,0,3,22,24,19,-,-,25,26,25,-,-,ALL,50,41,4,5,-,41,17,27,85,4,11,15,30,5,11,52,68,8,4,51,63,23,9,39,31,1,57,89
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Thailand,Australia,0,3,22,24,19,-,-,25,26,25,-,-,1,14,13,0,1,-,13,4,9,26,0,0,4,4,1,5,17,23,2,2,16,20,7,4,14,9,1,18,28
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Thailand,Australia,0,3,22,24,19,-,-,25,26,25,-,-,2,20,16,2,2,-,16,7,9,32,2,7,5,14,2,2,20,24,2,0,20,22,9,3,13,11,0,22,33
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Thailand,Australia,0,3,22,24,19,-,-,25,26,25,-,-,3,16,12,2,2,-,12,6,9,27,2,4,6,12,2,4,15,21,4,2,15,21,7,2,12,11,0,17,28
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Australia,Thailand,3,0,25,26,25,-,-,22,24,19,-,-,ALL,57,43,10,4,-,43,8,29,80,10,25,11,46,4,11,59,74,11,5,41,57,24,8,38,33,0,45,78
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Australia,Thailand,3,0,25,26,25,-,-,22,24,19,-,-,1,17,13,2,2,-,13,4,10,27,2,6,2,10,2,4,18,24,4,1,13,18,8,5,14,14,0,12,26
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Australia,Thailand,3,0,25,26,25,-,-,22,24,19,-,-,2,20,17,3,0,-,17,2,11,30,3,11,4,18,0,4,22,26,2,2,18,22,8,2,14,10,0,20,30
Men,2026,22,2026/9/10,Quarter_Finals,Final_Round,Fukuoka,Japan,Australia,Thailand,3,0,25,26,25,-,-,22,24,19,-,-,3,20,13,5,2,-,13,2,8,23,5,8,5,18,2,3,19,24,5,2,10,17,8,1,10,9,0,13,22
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Japan,Korea,3,0,25,25,25,-,-,13,11,14,-,-,ALL,61,43,8,10,-,43,6,16,65,8,7,18,33,10,10,53,73,4,2,27,33,31,3,40,21,0,43,64
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Japan,Korea,3,0,25,25,25,-,-,13,11,14,-,-,1,20,16,2,2,-,16,1,7,24,2,3,10,15,2,3,19,24,1,1,9,11,12,1,14,6,0,17,23
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Japan,Korea,3,0,25,25,25,-,-,13,11,14,-,-,2,21,14,4,3,-,14,1,4,19,4,1,6,11,3,5,17,25,1,1,7,9,10,0,13,7,0,12,19
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Japan,Korea,3,0,25,25,25,-,-,13,11,14,-,-,3,20,13,2,5,-,13,4,5,22,2,3,2,7,5,2,17,24,2,0,11,13,9,2,13,8,0,14,22
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Korea,Japan,0,3,13,11,14,-,-,25,25,25,-,-,ALL,27,19,6,2,-,19,14,38,71,6,17,7,30,2,7,31,40,6,10,47,63,14,7,32,15,1,58,74
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Korea,Japan,0,3,13,11,14,-,-,25,25,25,-,-,1,9,7,1,1,-,7,4,17,28,1,8,3,12,1,3,10,14,4,2,15,21,6,2,15,6,0,23,29
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Korea,Japan,0,3,13,11,14,-,-,25,25,25,-,-,2,6,4,1,1,-,4,6,13,23,1,5,1,7,1,2,8,11,1,3,16,20,5,3,11,7,0,17,24
Men,2026,23,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Korea,Japan,0,3,13,11,14,-,-,25,25,25,-,-,3,12,8,4,0,-,8,4,8,20,4,4,3,11,0,2,13,15,1,5,16,22,3,2,6,2,1,18,21
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Iran,Australia,3,1,25,17,25,25,-,21,25,17,22,-,ALL,71,56,7,8,-,56,17,27,100,7,22,17,46,8,15,68,91,18,2,53,73,26,8,42,30,2,70,102
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Iran,Australia,3,1,25,17,25,25,-,21,25,17,22,-,1,19,15,0,4,-,15,3,5,23,0,6,4,10,4,5,16,25,4,1,12,17,4,3,9,6,0,16,22
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Iran,Australia,3,1,25,17,25,25,-,21,25,17,22,-,2,15,14,1,0,-,14,4,8,26,1,6,3,10,0,5,12,17,8,1,14,23,3,3,9,9,0,18,27
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Iran,Australia,3,1,25,17,25,25,-,21,25,17,22,-,3,20,12,5,3,-,12,5,4,21,5,4,4,13,3,3,19,25,3,0,11,14,6,2,9,3,0,18,21
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Iran,Australia,3,1,25,17,25,25,-,21,25,17,22,-,4,17,15,1,1,-,15,5,10,30,1,6,6,13,1,2,21,24,3,0,16,19,13,0,15,12,2,18,32
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Australia,Iran,1,3,21,25,17,22,-,25,17,25,25,-,ALL,60,47,11,2,-,47,13,31,91,11,26,10,47,2,13,71,86,18,8,50,76,19,17,47,20,0,69,89
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Australia,Iran,1,3,21,25,17,22,-,25,17,25,25,-,1,16,12,3,1,-,12,0,4,16,3,8,3,14,1,4,16,21,4,4,12,20,1,4,6,4,0,12,16
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Australia,Iran,1,3,21,25,17,22,-,25,17,25,25,-,2,17,15,1,1,-,15,1,5,21,1,5,4,10,1,2,22,25,3,0,9,12,8,2,13,5,0,15,20
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Australia,Iran,1,3,21,25,17,22,-,25,17,25,25,-,3,11,8,3,0,-,8,7,8,23,3,7,1,11,0,3,14,17,3,3,16,22,3,4,8,3,0,20,23
Men,2026,24,2026/9/12,Semifinals,Final_Round,Fukuoka,Japan,Australia,Iran,1,3,21,25,17,22,-,25,17,25,25,-,4,16,12,4,0,-,12,5,14,31,4,6,2,12,0,4,19,23,8,1,13,22,7,7,20,8,0,22,30
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Korea,Australia,3,2,16,25,22,25,15,25,18,25,18,9,ALL,78,66,8,4,-,66,25,37,128,8,27,20,55,4,12,87,103,18,4,61,83,43,7,67,25,0,102,127
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Korea,Australia,3,2,16,25,22,25,15,25,18,25,18,9,1,12,12,0,0,-,12,9,10,31,0,5,6,11,0,1,16,17,5,2,15,22,9,2,14,2,0,29,31
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Korea,Australia,3,2,16,25,22,25,15,25,18,25,18,9,2,18,14,3,1,-,14,2,6,22,3,8,3,14,1,5,19,25,4,0,11,15,7,1,8,6,0,16,22
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Korea,Australia,3,2,16,25,22,25,15,25,18,25,18,9,3,19,14,4,1,-,14,7,11,32,4,4,4,12,1,3,18,22,8,2,14,24,8,0,14,8,0,24,32
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Korea,Australia,3,2,16,25,22,25,15,25,18,25,18,9,4,16,15,0,1,-,15,5,7,27,0,6,4,10,1,3,21,25,1,0,12,13,12,2,16,6,0,20,26
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Korea,Australia,3,2,16,25,22,25,15,25,18,25,18,9,5,13,11,1,1,-,11,2,3,16,1,4,3,8,1,0,13,14,0,0,9,9,7,2,15,3,0,13,16
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Australia,Korea,2,3,25,18,25,18,9,16,25,22,25,15,ALL,69,52,13,4,-,52,18,51,121,13,29,17,59,4,13,79,96,25,4,62,91,28,17,60,19,1,101,121
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Australia,Korea,2,3,25,18,25,18,9,16,25,22,25,15,1,19,12,5,2,-,12,1,11,24,5,5,5,15,2,3,20,25,3,0,13,16,7,5,15,4,0,20,24
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Australia,Korea,2,3,25,18,25,18,9,16,25,22,25,15,2,10,10,0,0,-,10,6,7,23,0,7,2,9,0,3,15,18,5,1,14,20,4,6,12,3,0,20,23
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Australia,Korea,2,3,25,18,25,18,9,16,25,22,25,15,3,18,13,3,2,-,13,5,10,28,3,5,5,13,2,1,22,25,6,1,12,19,8,2,13,5,1,23,29
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Australia,Korea,2,3,25,18,25,18,9,16,25,22,25,15,4,14,10,4,0,-,10,4,13,27,4,4,3,11,0,5,13,18,6,1,15,22,5,1,9,4,0,22,26
Men,2026,25,2026/9/13,3rd_Place,Final_Round,Fukuoka,Japan,Australia,Korea,2,3,25,18,25,18,9,16,25,22,25,15,5,8,7,1,0,-,7,2,10,19,1,8,2,11,0,1,9,10,5,1,8,14,4,3,11,3,0,16,19
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Japan,Iran,3,0,25,26,25,-,-,21,24,23,-,-,ALL,53,41,5,7,-,41,14,22,77,5,15,8,28,7,14,54,75,19,3,31,53,21,6,34,23,0,53,76
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Japan,Iran,3,0,25,26,25,-,-,21,24,23,-,-,1,16,11,2,3,-,11,7,6,24,2,5,2,9,3,5,17,25,5,0,11,16,6,0,8,7,0,17,24
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Japan,Iran,3,0,25,26,25,-,-,21,24,23,-,-,2,19,14,3,2,-,14,5,6,25,3,5,1,9,2,6,17,25,7,3,10,20,7,2,9,9,0,15,24
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Japan,Iran,3,0,25,26,25,-,-,21,24,23,-,-,3,18,16,0,2,-,16,2,10,28,0,5,5,10,2,3,20,25,7,0,10,17,8,4,17,7,0,21,28
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Iran,Japan,0,3,21,24,23,-,-,25,26,25,-,-,ALL,49,36,10,3,-,36,10,20,66,10,18,15,43,3,16,50,69,10,7,44,61,15,15,35,14,1,53,68
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Iran,Japan,0,3,21,24,23,-,-,25,26,25,-,-,1,14,8,6,0,-,8,5,5,18,6,3,5,14,0,5,16,21,3,3,14,20,4,6,10,6,1,13,20
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Iran,Japan,0,3,21,24,23,-,-,25,26,25,-,-,2,17,10,4,3,-,10,4,4,18,4,7,2,13,3,5,17,25,2,2,15,19,3,5,10,2,0,17,19
Men,2026,26,2026/9/13,Final,Final_Round,Fukuoka,Japan,Iran,Japan,0,3,21,24,23,-,-,25,26,25,-,-,3,18,18,0,0,-,18,1,11,30,0,8,8,16,0,6,17,23,5,2,15,22,8,4,15,6,0,23,29
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Chinese Taipei,Iran,1,3,25,25,19,14,-,16,27,25,25,-,ALL,60,51,7,2,0,51,20,66,137,7,14,22,43,2,5,77,84,30,7,44,81,53,32,104,45,0,94,139
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Chinese Taipei,Iran,1,3,25,25,19,14,-,16,27,25,25,-,1,17,13,2,2,0,13,3,9,25,2,1,3,6,2,0,23,25,5,0,6,11,10,5,19,10,0,14,24
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Chinese Taipei,Iran,1,3,25,25,19,14,-,16,27,25,25,-,2,20,17,3,0,0,17,5,31,53,3,4,8,15,0,1,24,25,9,3,13,25,25,13,45,16,0,38,54
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Chinese Taipei,Iran,1,3,25,25,19,14,-,16,27,25,25,-,3,14,13,1,0,0,13,6,12,31,1,7,7,15,0,1,19,20,9,1,12,22,11,7,18,9,0,21,30
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Chinese Taipei,Iran,1,3,25,25,19,14,-,16,27,25,25,-,4,9,8,1,0,0,8,6,14,28,1,2,4,7,0,3,11,14,7,3,13,23,7,7,22,10,0,21,31
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Iran,Chinese Taipei,3,1,16,27,25,25,-,25,25,19,14,-,ALL,84,61,16,7,0,61,16,62,139,16,23,28,67,7,10,75,92,35,2,42,79,58,19,91,29,1,115,145
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Iran,Chinese Taipei,3,1,16,27,25,25,-,25,25,19,14,-,1,15,13,2,0,0,13,4,13,30,2,4,4,10,0,4,12,16,7,2,16,25,8,4,12,4,1,27,32
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Iran,Chinese Taipei,3,1,16,27,25,25,-,25,25,19,14,-,2,25,18,4,3,0,18,5,22,45,4,8,13,25,3,2,22,27,10,0,14,24,23,7,37,7,0,43,50
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Iran,Chinese Taipei,3,1,16,27,25,25,-,25,25,19,14,-,3,22,17,4,1,0,17,4,15,36,4,6,6,16,1,2,21,24,12,0,7,19,12,5,21,10,0,25,35
Women,2026,1,2026/8/21,A,Preliminary,Tianjin,China,Iran,Chinese Taipei,3,1,16,27,25,25,-,25,25,19,14,-,4,22,13,6,3,0,13,3,12,28,6,5,5,16,3,2,20,25,6,0,5,11,15,3,21,8,0,20,28
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Thailand,Australia,3,0,25,25,25,-,-,15,15,18,-,-,ALL,60,47,3,10,0,47,7,39,93,3,12,23,38,10,8,56,74,20,3,22,45,42,8,66,34,1,57,92
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Thailand,Australia,3,0,25,25,25,-,-,15,15,18,-,-,1,22,17,0,5,0,17,2,4,23,0,1,9,10,5,2,18,25,5,3,5,13,10,3,17,9,0,13,22
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Thailand,Australia,3,0,25,25,25,-,-,15,15,18,-,-,2,18,14,1,3,0,14,1,22,37,1,4,6,11,3,4,17,24,5,0,9,14,19,3,29,13,1,24,38
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Thailand,Australia,3,0,25,25,25,-,-,15,15,18,-,-,3,20,16,2,2,0,16,4,13,33,2,7,8,17,2,2,21,25,10,0,8,18,13,2,20,12,0,20,32
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Australia,Thailand,0,3,15,15,18,-,-,25,25,25,-,-,ALL,37,29,5,3,0,29,10,44,83,5,12,22,39,3,4,42,49,12,10,44,66,25,18,58,22,2,59,83
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Australia,Thailand,0,3,15,15,18,-,-,25,25,25,-,-,1,12,8,1,3,0,8,1,14,23,1,4,3,8,3,2,10,15,5,5,13,23,3,5,12,6,0,15,21
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Australia,Thailand,0,3,15,15,18,-,-,25,25,25,-,-,2,9,9,0,0,0,9,5,16,30,0,3,11,14,0,2,14,16,2,3,15,20,12,7,27,8,0,22,30
Women,2026,2,2026/8/21,B,Preliminary,Tianjin,China,Australia,Thailand,0,3,15,15,18,-,-,25,25,25,-,-,3,16,12,4,0,0,12,4,14,30,4,5,8,17,0,0,18,18,5,2,16,23,10,6,19,8,2,22,32
Women,2026,3,2026/8/21,C,Preliminary,Tianjin,China,Japan,"Hong Kong, China",3,0,25,25,25,-,-,9,15,12,-,-,ALL,61,42,11,8,0,42,12,39,93,11,4,12,27,8,5,61,74,13,5,17,35,55,5,77,10,0,83,93
Women,2026,3,2026/8/21,C,Preliminary,Tianjin,China,Japan,"Hong Kong, China",3,0,25,25,25,-,-,9,15,12,-,-,1,22,14,4,4,0,14,2,7,23,4,1,0,5,4,2,19,25,5,1,3,9,14,1,18,3,0,21,24
Women,2026,3,2026/8/21,C,Preliminary,Tianjin,China,Japan,"Hong Kong, China",3,0,25,25,25,-,-,9,15,12,-,-,2,21,15,4,2,0,15,5,14,34,4,1,4,9,2,3,19,24,5,2,7,14,17,1,25,3,0,30,33
Women,2026,3,2026/8/21,C,Preliminary,Tianjin,China,Japan,"Hong Kong, China",3,0,25,25,25,-,-,9,15,12,-,-,3,18,13,3,2,0,13,5,18,36,3,2,8,13,2,0,23,25,3,2,7,12,24,3,34,4,0,32,36
Women,2026,3,2026/8/21,C,Preliminary,Tianjin,China,"Hong Kong, China",Japan,0,3,9,15,12,-,-,25,25,25,-,-,ALL,28,14,9,5,0,14,21,61,96,9,11,10,30,5,2,30,37,21,8,40,69,29,12,58,11,2,83,96
