M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Indonesia,Korea,3,0,34,25,25,-,-,32,16,23,-,-,ALL,61,44,10,7,-,44,11,28,83,10,17,13,40,7,11,64,82,23,2,37,62,19,18,43,16,1,65,82
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Indonesia,Korea,3,0,34,25,25,-,-,32,16,23,-,-,1,27,21,4,2,-,21,7,15,43,4,4,4,12,2,6,25,33,11,1,18,30,12,7,22,7,0,35,42
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Indonesia,Korea,3,0,34,25,25,-,-,32,16,23,-,-,2,17,8,4,5,-,8,1,8,17,4,7,5,16,5,1,19,25,5,0,7,12,5,5,10,2,0,15,17
Men,2026,32,2026/6/28,Final,Final_Round,Amdavad,India,Indonesia,Korea,3,0,34,25,25,-,-,32,16,23,-,-,3,17,15,2,0,-,15,3,5,23,2,6,4,12,0,4,20,24,7,1,12,20,2,6,11,7,1,15,23
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Lebanon,3,0,25,25,25,-,-,3,15,14,-,-,ALL,52,40,4,8,-,40,5,34,79,4,6,6,16,8,3,62,73,10,4,19,33,53,5,72,29,0,55,84
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Lebanon,3,0,25,25,25,-,-,3,15,14,-,-,1,21,14,2,5,-,14,0,6,20,2,0,2,4,5,0,19,24,2,0,2,4,17,0,19,10,0,11,21
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Lebanon,3,0,25,25,25,-,-,3,15,14,-,-,2,14,11,1,2,-,11,1,15,27,1,3,1,5,2,2,21,25,4,2,9,15,18,3,28,8,0,24,32
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,Lebanon,3,0,25,25,25,-,-,3,15,14,-,-,3,17,15,1,1,-,15,4,13,32,1,3,3,7,1,1,22,24,4,2,8,14,18,2,25,11,0,20,31
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Vietnam,0,3,3,15,14,-,-,25,25,25,-,-,ALL,23,18,1,4,-,18,19,51,88,1,5,12,18,4,1,29,34,12,8,50,70,30,17,64,9,4,80,93
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Vietnam,0,3,3,15,14,-,-,25,25,25,-,-,1,3,3,0,0,-,3,6,16,25,0,1,2,3,0,0,4,4,1,5,18,24,5,5,12,2,0,22,24
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Vietnam,0,3,3,15,14,-,-,25,25,25,-,-,2,11,9,0,2,-,9,7,13,29,0,2,4,6,2,0,13,15,7,2,14,23,13,6,29,3,3,28,34
Women,2026,1,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,Vietnam,0,3,3,15,14,-,-,25,25,25,-,-,3,9,6,1,2,-,6,6,22,34,1,2,6,9,2,1,12,15,4,1,18,23,12,6,23,4,1,30,35
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,"Hong Kong, China",3,1,20,25,25,25,-,25,17,16,13,-,ALL,69,48,12,9,-,48,17,66,131,12,11,28,51,9,12,73,94,25,8,33,66,79,9,110,14,1,118,133
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,"Hong Kong, China",3,1,20,25,25,25,-,25,17,16,13,-,1,14,12,2,0,-,12,10,12,34,2,4,3,9,0,3,18,21,10,4,9,23,16,1,21,3,0,31,34
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,"Hong Kong, China",3,1,20,25,25,25,-,25,17,16,13,-,2,18,11,4,3,-,11,3,19,33,4,4,8,16,3,3,18,24,6,1,10,17,18,3,26,5,0,27,32
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,"Hong Kong, China",3,1,20,25,25,25,-,25,17,16,13,-,3,20,14,5,1,-,14,1,17,32,5,2,9,16,1,4,20,25,3,3,8,14,23,1,31,2,0,32,34
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,"Hong Kong, China",3,1,20,25,25,25,-,25,17,16,13,-,4,17,11,1,5,-,11,3,18,32,1,1,8,10,5,2,17,24,6,0,6,12,22,4,32,4,1,28,33
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Kazakhstan,1,3,25,17,16,13,-,20,25,25,25,-,ALL,47,31,8,8,-,31,27,92,150,8,12,19,39,8,6,58,72,15,9,58,82,78,18,121,20,2,134,156
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Kazakhstan,1,3,25,17,16,13,-,20,25,25,25,-,1,17,8,5,4,-,8,6,15,29,5,2,4,11,4,1,19,24,4,0,14,18,12,3,17,5,0,24,29
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Kazakhstan,1,3,25,17,16,13,-,20,25,25,25,-,2,9,8,0,1,-,8,7,24,39,0,4,5,9,1,1,16,18,3,3,15,21,22,6,33,5,1,34,40
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Kazakhstan,1,3,25,17,16,13,-,20,25,25,25,-,3,12,8,1,3,-,8,7,32,47,1,2,4,7,3,2,11,16,5,1,15,21,25,8,41,6,1,42,49
Women,2026,2,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Kazakhstan,1,3,25,17,16,13,-,20,25,25,25,-,4,9,7,2,0,-,7,7,21,35,2,4,6,12,0,2,12,14,3,5,14,22,19,1,30,4,0,34,38
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Uzbekistan,3,0,25,25,25,-,-,16,12,14,-,-,ALL,60,47,7,6,-,47,9,44,100,7,11,15,33,6,4,64,74,11,2,26,39,59,7,73,0,1,96,97
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Uzbekistan,3,0,25,25,25,-,-,16,12,14,-,-,1,21,18,2,1,-,18,4,16,38,2,4,6,12,1,1,23,25,4,1,10,15,25,4,32,0,1,38,39
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Uzbekistan,3,0,25,25,25,-,-,16,12,14,-,-,2,21,14,4,3,-,14,1,17,32,4,4,4,12,3,0,21,24,3,1,8,12,21,2,25,0,0,32,32
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Uzbekistan,3,0,25,25,25,-,-,16,12,14,-,-,3,18,15,1,2,-,15,4,11,30,1,3,5,9,2,3,20,25,4,0,8,12,13,1,16,0,0,26,26
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Philippines,0,3,16,12,14,-,-,25,25,25,-,-,ALL,33,26,5,2,-,26,15,62,103,5,19,15,39,2,4,37,43,15,6,49,70,39,12,60,0,0,96,96
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Philippines,0,3,16,12,14,-,-,25,25,25,-,-,1,13,9,3,1,-,9,4,25,38,3,7,5,15,1,1,14,16,5,1,18,24,14,7,24,0,0,36,36
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Philippines,0,3,16,12,14,-,-,25,25,25,-,-,2,11,10,0,1,-,10,6,21,37,0,3,8,11,1,1,11,13,2,3,19,24,16,3,20,0,0,35,35
Women,2026,3,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Philippines,0,3,16,12,14,-,-,25,25,25,-,-,3,9,7,2,0,-,7,5,16,28,2,9,2,13,0,2,12,14,8,2,12,22,9,2,16,0,0,25,25
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Indonesia,1,3,15,25,21,22,-,25,21,25,25,-,ALL,61,45,13,3,-,45,17,73,135,13,21,28,62,3,6,75,84,22,7,58,87,53,15,87,0,1,129,130
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Indonesia,1,3,15,25,21,22,-,25,21,25,25,-,1,8,7,1,0,-,7,6,16,29,1,7,4,12,0,2,14,16,4,1,16,21,9,3,17,0,0,30,30
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Indonesia,1,3,15,25,21,22,-,25,21,25,25,-,2,21,17,2,2,-,17,1,15,33,2,7,8,17,2,2,20,24,9,2,10,21,13,2,19,0,1,33,34
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Indonesia,1,3,15,25,21,22,-,25,21,25,25,-,3,15,11,3,1,-,11,6,23,40,3,4,9,16,1,2,19,22,3,2,16,21,21,2,27,0,0,37,37
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Iran,Indonesia,1,3,15,25,21,22,-,25,21,25,25,-,4,17,10,7,0,-,10,4,19,33,7,3,7,17,0,0,22,22,6,2,16,24,10,8,24,0,0,29,29
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Iran,3,1,25,21,25,25,-,15,25,21,22,-,ALL,75,63,4,8,-,63,28,64,155,4,18,22,44,8,7,80,95,41,3,34,78,61,12,101,0,0,140,140
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Iran,3,1,25,21,25,25,-,15,25,21,22,-,1,18,16,1,1,-,16,5,10,31,1,3,6,10,1,3,20,24,6,0,8,14,11,2,21,0,0,30,30
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Iran,3,1,25,21,25,25,-,15,25,21,22,-,2,17,15,0,2,-,15,5,16,36,0,5,4,9,2,1,19,22,12,2,8,22,13,5,25,0,0,32,32
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Iran,3,1,25,21,25,25,-,15,25,21,22,-,3,19,15,2,2,-,15,6,23,44,2,7,9,18,2,3,19,24,10,1,9,20,20,3,30,0,0,38,38
Women,2026,4,2026/6/6,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Iran,3,1,25,21,25,25,-,15,25,21,22,-,4,21,17,1,3,-,17,12,15,44,1,3,3,7,3,0,22,25,13,0,9,22,17,2,25,0,0,40,40
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Kyrgyzstan,3,0,25,25,25,-,-,7,5,7,-,-,ALL,62,42,4,16,-,42,4,19,65,4,6,10,20,16,3,55,74,10,0,10,20,40,1,50,12,0,54,66
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Kyrgyzstan,3,0,25,25,25,-,-,7,5,7,-,-,1,22,16,1,5,-,16,2,7,25,1,2,2,5,5,0,20,25,3,0,4,7,13,1,19,6,0,19,25
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Kyrgyzstan,3,0,25,25,25,-,-,7,5,7,-,-,2,20,14,3,3,-,14,1,4,19,3,2,3,8,3,1,20,24,4,0,2,6,12,0,14,5,0,13,18
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Kyrgyzstan,3,0,25,25,25,-,-,7,5,7,-,-,3,20,12,0,8,-,12,1,8,21,0,2,5,7,8,2,15,25,3,0,4,7,15,0,17,1,0,22,23
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Korea,0,3,7,5,7,-,-,25,25,25,-,-,ALL,13,12,1,0,-,12,12,38,62,1,13,8,22,0,0,20,20,16,16,39,71,14,17,43,6,2,59,67
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Korea,0,3,7,5,7,-,-,25,25,25,-,-,1,6,5,1,0,-,5,3,12,20,1,3,4,8,0,0,7,7,4,5,16,25,5,9,20,0,1,23,24
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Korea,0,3,7,5,7,-,-,25,25,25,-,-,2,3,3,0,0,-,3,6,11,20,0,4,1,5,0,0,6,6,8,3,12,23,2,4,9,4,0,17,21
Women,2026,5,2026/6/6,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Korea,0,3,7,5,7,-,-,25,25,25,-,-,3,4,4,0,0,-,4,3,15,22,0,6,3,9,0,0,7,7,4,8,11,23,7,4,14,2,1,19,22
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,"Hong Kong, China",3,0,25,25,25,-,-,9,18,11,-,-,ALL,50,40,6,4,-,40,10,37,87,6,11,20,37,4,3,67,74,12,2,20,34,41,6,64,12,1,73,86
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,"Hong Kong, China",3,0,25,25,25,-,-,9,18,11,-,-,1,15,11,3,1,-,11,2,15,28,3,1,7,11,1,0,24,25,2,0,4,6,17,3,28,0,1,27,28
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,"Hong Kong, China",3,0,25,25,25,-,-,9,18,11,-,-,2,16,14,1,1,-,14,6,14,34,1,7,8,16,1,0,23,24,5,1,11,17,12,2,20,6,0,28,34
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Vietnam,"Hong Kong, China",3,0,25,25,25,-,-,9,18,11,-,-,3,19,15,2,2,-,15,2,8,25,2,3,5,10,2,3,20,25,5,1,5,11,12,1,16,6,0,18,24
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Vietnam,0,3,9,18,11,-,-,25,25,25,-,-,ALL,28,22,4,2,-,22,22,55,99,4,8,5,17,2,5,32,39,26,4,41,71,28,8,54,3,4,102,109
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Vietnam,0,3,9,18,11,-,-,25,25,25,-,-,1,7,6,1,0,-,6,9,25,40,1,3,2,6,0,3,6,9,9,1,15,25,10,4,22,0,1,41,42
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Vietnam,0,3,9,18,11,-,-,25,25,25,-,-,2,14,11,2,1,-,11,7,17,35,2,2,2,6,1,2,16,19,6,1,17,24,10,4,22,2,1,36,39
Women,2026,6,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Vietnam,0,3,9,18,11,-,-,25,25,25,-,-,3,7,5,1,1,-,5,6,13,24,1,3,1,5,1,0,10,11,11,2,9,22,8,0,10,1,2,25,28
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Kyrgyzstan,3,0,25,25,25,-,-,14,11,17,-,-,ALL,57,44,5,8,-,44,9,37,90,5,10,21,36,8,11,55,74,18,2,18,38,50,5,71,13,0,77,90
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Kyrgyzstan,3,0,25,25,25,-,-,14,11,17,-,-,1,19,17,0,2,-,17,3,14,34,0,3,6,9,2,3,20,25,8,0,6,14,20,1,24,4,0,28,32
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Kyrgyzstan,3,0,25,25,25,-,-,14,11,17,-,-,2,19,15,1,3,-,15,3,14,32,1,4,12,17,3,2,19,24,5,0,6,11,21,2,29,4,0,30,34
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Chinese Taipei,Kyrgyzstan,3,0,25,25,25,-,-,14,11,17,-,-,3,19,12,4,3,-,12,3,9,24,4,3,3,10,3,6,16,25,5,2,6,13,9,2,18,5,0,19,24
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Chinese Taipei,0,3,14,11,17,-,-,25,25,25,-,-,ALL,22,18,2,2,-,18,13,45,76,2,13,14,29,2,5,36,43,8,8,47,63,24,17,66,0,1,81,82
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Chinese Taipei,0,3,14,11,17,-,-,25,25,25,-,-,1,8,7,1,0,-,7,3,17,27,1,5,8,14,0,0,14,14,3,2,17,22,8,7,22,0,1,26,27
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Chinese Taipei,0,3,14,11,17,-,-,25,25,25,-,-,2,6,5,1,0,-,5,5,18,28,1,3,3,7,0,1,11,12,3,3,16,22,8,6,26,0,0,32,32
Women,2026,7,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Kyrgyzstan,Chinese Taipei,0,3,14,11,17,-,-,25,25,25,-,-,3,8,6,0,2,-,6,5,10,21,0,5,3,8,2,4,11,17,2,3,14,19,8,4,18,0,0,23,23
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Australia,2,3,22,25,25,15,11,25,23,18,25,15,ALL,68,56,5,7,-,56,24,77,157,5,19,20,44,7,12,80,99,28,7,56,91,69,29,134,15,3,151,169
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Australia,2,3,22,25,25,15,11,25,23,18,25,15,1,14,10,4,0,-,10,8,22,40,4,4,7,15,0,1,22,23,10,0,9,19,17,6,31,6,1,33,40
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Australia,2,3,22,25,25,15,11,25,23,18,25,15,2,19,17,0,2,-,17,4,19,40,0,4,4,8,2,2,20,24,8,3,11,22,19,6,30,4,2,36,42
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Australia,2,3,22,25,25,15,11,25,23,18,25,15,3,15,10,1,4,-,10,3,12,25,1,2,3,6,4,3,18,25,4,1,8,13,10,8,26,1,0,26,27
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Australia,2,3,22,25,25,15,11,25,23,18,25,15,4,12,11,0,1,-,11,7,19,37,0,5,6,11,1,4,10,15,6,2,16,24,16,3,29,4,0,37,41
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Philippines,Australia,2,3,22,25,25,15,11,25,23,18,25,15,5,8,8,0,0,-,8,2,5,15,0,4,0,4,0,2,10,12,0,1,12,13,7,6,18,0,0,19,19
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Philippines,3,2,25,23,18,25,15,22,25,25,15,11,ALL,80,57,16,7,-,57,15,61,133,16,27,32,75,7,14,84,105,26,7,54,87,55,15,106,25,2,117,144
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Philippines,3,2,25,23,18,25,15,22,25,25,15,11,1,19,14,5,0,-,14,5,14,33,5,5,8,18,0,5,19,24,7,0,15,22,14,3,26,7,0,29,36
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Philippines,3,2,25,23,18,25,15,22,25,25,15,11,2,17,12,2,3,-,12,2,14,28,2,7,8,17,3,2,19,24,7,2,13,22,13,8,27,5,1,26,32
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Philippines,3,2,25,23,18,25,15,22,25,25,15,11,3,13,10,2,1,-,10,5,13,28,2,5,4,11,1,5,12,18,5,4,13,22,9,1,16,4,1,25,30
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Philippines,3,2,25,23,18,25,15,22,25,25,15,11,4,20,12,6,2,-,12,1,14,27,6,5,9,20,2,1,22,25,1,1,9,11,15,3,28,5,0,23,28
Women,2026,8,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Australia,Philippines,3,2,25,23,18,25,15,22,25,25,15,11,5,11,9,1,1,-,9,2,6,17,1,5,3,9,1,1,12,14,6,0,4,10,4,0,9,4,0,14,18
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Indonesia,3,0,25,25,25,-,-,19,19,19,-,-,ALL,59,39,12,8,-,39,12,37,88,12,18,11,41,8,9,57,74,14,1,35,50,30,6,51,16,0,64,80
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Indonesia,3,0,25,25,25,-,-,19,19,19,-,-,1,17,10,3,4,-,10,3,17,30,3,8,3,14,4,2,19,25,4,1,11,16,12,3,20,5,0,24,29
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Indonesia,3,0,25,25,25,-,-,19,19,19,-,-,2,19,15,3,1,-,15,5,14,34,3,3,3,9,1,4,19,24,4,0,13,17,16,2,24,3,0,28,31
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Kazakhstan,Indonesia,3,0,25,25,25,-,-,19,19,19,-,-,3,23,14,6,3,-,14,4,6,24,6,7,5,18,3,3,19,25,6,0,11,17,2,1,7,8,0,12,20
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Kazakhstan,0,3,19,19,19,-,-,25,25,25,-,-,ALL,35,31,3,1,-,31,19,38,88,3,12,11,26,1,8,49,58,16,8,41,65,39,17,75,13,0,85,98
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Kazakhstan,0,3,19,19,19,-,-,25,25,25,-,-,1,14,12,1,1,-,12,7,13,32,1,2,4,7,1,3,15,19,6,4,13,23,16,4,27,5,0,30,35
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Kazakhstan,0,3,19,19,19,-,-,25,25,25,-,-,2,9,9,0,0,-,9,6,17,32,0,6,6,12,0,3,17,20,5,1,14,20,15,6,26,4,0,31,35
Women,2026,9,2026/6/7,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Indonesia,Kazakhstan,0,3,19,19,19,-,-,25,25,25,-,-,3,12,10,2,0,-,10,6,8,24,2,4,1,7,0,2,17,19,5,3,14,22,8,7,22,4,0,24,28
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Korea,0,3,11,14,15,-,-,25,25,25,-,-,ALL,25,22,2,1,-,22,13,41,76,2,11,9,22,1,5,36,42,14,11,42,67,29,17,54,7,2,75,84
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Korea,0,3,11,14,15,-,-,25,25,25,-,-,1,8,8,0,0,-,8,4,11,23,0,4,1,5,0,0,12,12,5,5,12,22,9,4,17,2,1,23,26
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Korea,0,3,11,14,15,-,-,25,25,25,-,-,2,9,8,0,1,-,8,4,11,23,0,2,0,2,1,1,12,14,3,3,16,22,8,8,18,2,1,23,26
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Uzbekistan,Korea,0,3,11,14,15,-,-,25,25,25,-,-,3,8,6,2,0,-,6,5,19,30,2,5,8,15,0,4,12,16,6,3,14,23,12,5,19,3,0,29,32
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Uzbekistan,3,0,25,25,25,-,-,11,14,15,-,-,ALL,58,42,5,11,-,42,8,32,82,5,13,10,28,11,5,57,73,15,1,21,37,47,6,60,13,1,72,86
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Uzbekistan,3,0,25,25,25,-,-,11,14,15,-,-,1,20,14,1,5,-,14,1,8,23,1,3,4,8,5,1,18,24,5,0,7,12,11,1,17,6,1,19,26
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Uzbekistan,3,0,25,25,25,-,-,11,14,15,-,-,2,20,15,2,3,-,15,1,8,24,2,6,3,11,3,3,19,25,7,1,5,13,11,2,13,4,0,19,23
Women,2026,10,2026/6/7,A,Preliminary,"Candon City, Ilocos Sur",Philippines,Korea,Uzbekistan,3,0,25,25,25,-,-,11,14,15,-,-,3,18,13,2,3,-,13,6,16,35,2,4,3,9,3,1,20,24,3,0,9,12,25,3,30,3,0,34,37
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,"Hong Kong, China",0,3,20,8,13,-,-,25,25,25,-,-,ALL,28,23,5,0,-,23,16,57,96,5,11,9,25,0,6,37,43,9,5,52,66,45,18,84,12,5,86,103
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,"Hong Kong, China",0,3,20,8,13,-,-,25,25,25,-,-,1,14,13,1,0,-,13,3,25,41,1,5,5,11,0,4,17,21,2,0,20,22,19,7,35,4,1,36,41
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,"Hong Kong, China",0,3,20,8,13,-,-,25,25,25,-,-,2,6,4,2,0,-,4,5,17,26,2,2,1,5,0,2,6,8,3,3,17,23,9,5,19,4,2,22,28
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,Lebanon,"Hong Kong, China",0,3,20,8,13,-,-,25,25,25,-,-,3,8,6,2,0,-,6,8,15,29,2,4,3,9,0,0,14,14,4,2,15,21,17,6,30,4,2,28,34
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Lebanon,3,0,25,25,25,-,-,20,8,13,-,-,ALL,48,41,2,5,-,41,10,42,93,2,5,17,24,5,7,61,73,8,0,29,37,59,6,85,18,1,83,102
Women,2026,11,2026/6/8,B,Preliminary,"Candon City, Ilocos Sur",Philippines,"Hong Kong, China",Lebanon,3,0,25,25,25,-,-,20,8,13,-,-,1,15,15,0,0,-,15,4,17,36,0,5,7,12,0,2,22,24,3,0,14,17,25,3,40,7,1,37,45
