M/W,Season,Match,Y/M/D,Pool,Week,City,Country,Team,VS_Team,SET,VS_SET,Point1,Point2,Point3,Point4,Point5,VS_Point1,VS_Point2,VS_Point3,VS_Point4,VS_Point5,SET,SCORING_Total ABS,SCORING_Attack Points,SCORING_Block Points,SCORING_Serve Points,SCORING_Errors,ATTACK_Point,ATTACK_Errors,ATTACK_Attempts,ATTACK_Total,BLOCK_Point,BLOCK_Errors,BLOCK_Touches,BLOCK_Total,SERVE_Point,SERVE_Errors,SERVE_Attempts,SERVE_Total,RECEPTION_Successful,RECEPTION_Errors,RECEPTION_Attempts,RECEPTION_Total,DIG_Digs,DIG_Errors,DIG_Total,SET_Point,SET_Errors,SET_Attempts,SET_Total
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Oman,Thailand,1,3,25,15,18,20,-,17,25,25,25,-,ALL,63,47,13,3,-,47,25,43,115,13,19,20,52,3,10,66,79,32,4,47,83,38,17,75,13,2,109,124
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Oman,Thailand,1,3,25,15,18,20,-,17,25,25,25,-,1,20,12,6,2,-,12,2,5,19,6,1,4,11,2,4,19,25,5,1,9,15,4,3,11,2,1,17,20
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Oman,Thailand,1,3,25,15,18,20,-,17,25,25,25,-,2,13,11,1,1,-,11,7,15,33,1,7,4,12,1,3,11,15,8,0,15,23,10,6,23,4,0,31,35
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Oman,Thailand,1,3,25,15,18,20,-,17,25,25,25,-,3,15,13,2,0,-,13,6,6,25,2,8,4,14,0,2,17,19,8,2,13,23,7,4,16,4,1,25,30
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Oman,Thailand,1,3,25,15,18,20,-,17,25,25,25,-,4,15,11,4,0,-,11,10,17,38,4,3,8,15,0,1,19,20,11,1,10,22,17,4,25,3,0,36,39
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Thailand,Oman,3,1,17,25,25,25,-,25,15,18,20,-,ALL,60,47,9,4,-,47,18,42,107,9,20,19,48,4,8,79,91,37,3,28,68,42,9,64,9,1,98,108
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Thailand,Oman,3,1,17,25,25,25,-,25,15,18,20,-,1,11,9,1,1,-,9,8,6,23,1,5,2,8,1,2,14,17,12,2,6,20,6,1,8,2,1,21,24
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Thailand,Oman,3,1,17,25,25,25,-,25,15,18,20,-,2,17,13,4,0,-,13,1,11,25,4,4,3,11,0,2,23,25,5,1,6,12,15,2,21,3,0,23,26
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Thailand,Oman,3,1,17,25,25,25,-,25,15,18,20,-,3,14,12,0,2,-,12,3,8,23,0,7,3,10,2,1,21,24,9,0,8,17,5,4,12,1,0,21,22
Men,2026,11,2026/6/22,B,Preliminary,Amdavad,India,Thailand,Oman,3,1,17,25,25,25,-,25,15,18,20,-,4,18,13,4,1,-,13,6,17,36,4,4,11,19,1,3,21,25,11,0,8,19,16,2,23,3,0,33,36
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Qatar,Indonesia,2,3,25,22,30,27,13,14,25,32,25,15,ALL,83,54,27,2,-,54,18,78,150,27,42,38,107,2,7,108,117,58,3,34,95,36,16,83,52,0,99,151
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Qatar,Indonesia,2,3,25,22,30,27,13,14,25,32,25,15,1,22,13,8,1,-,13,3,8,24,8,5,5,18,1,2,21,24,6,0,8,14,8,2,15,10,0,15,25
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Qatar,Indonesia,2,3,25,22,30,27,13,14,25,32,25,15,2,14,7,7,0,-,7,6,17,30,7,7,13,27,0,2,21,23,10,2,7,19,7,2,16,8,0,22,30
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Qatar,Indonesia,2,3,25,22,30,27,13,14,25,32,25,15,3,21,14,6,1,-,14,6,21,41,6,16,5,27,1,0,29,30,14,0,13,27,11,8,26,14,0,28,42
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Qatar,Indonesia,2,3,25,22,30,27,13,14,25,32,25,15,4,19,15,4,0,-,15,1,18,34,4,8,10,22,0,2,25,27,17,1,4,22,5,2,16,14,0,20,34
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Qatar,Indonesia,2,3,25,22,30,27,13,14,25,32,25,15,5,7,5,2,0,-,5,2,14,21,2,6,5,13,0,1,12,13,11,0,2,13,5,2,10,6,0,14,20
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Indonesia,Qatar,3,2,14,25,32,25,15,25,22,30,27,13,ALL,95,83,9,3,-,83,42,60,185,9,21,25,55,3,16,92,111,75,2,33,110,41,14,101,50,0,131,181
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Indonesia,Qatar,3,2,14,25,32,25,15,25,22,30,27,13,1,10,9,1,0,-,9,10,10,29,1,7,6,14,0,1,14,15,14,1,7,22,7,1,11,8,0,21,29
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Indonesia,Qatar,3,2,14,25,32,25,15,25,22,30,27,13,2,19,15,2,2,-,15,10,17,42,2,2,5,9,2,5,17,24,15,0,6,21,11,2,24,10,0,32,42
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Indonesia,Qatar,3,2,14,25,32,25,15,25,22,30,27,13,3,30,26,4,0,-,26,10,16,52,4,2,4,10,0,5,27,32,18,1,11,30,10,6,28,10,0,38,48
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Indonesia,Qatar,3,2,14,25,32,25,15,25,22,30,27,13,4,23,21,1,1,-,21,8,10,39,1,6,6,13,1,3,21,25,18,0,7,25,9,4,21,14,0,24,38
Men,2026,12,2026/6/22,B,Preliminary,Amdavad,India,Indonesia,Qatar,3,2,14,25,32,25,15,25,22,30,27,13,5,13,12,1,0,-,12,4,7,23,1,4,4,9,0,2,13,15,10,0,2,12,4,1,17,8,0,16,24
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,India,Chinese Taipei,3,1,22,25,25,25,-,25,14,22,22,-,ALL,75,61,10,4,-,61,21,48,130,10,21,23,54,4,6,86,96,45,0,31,76,35,13,73,57,0,70,127
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,India,Chinese Taipei,3,1,22,25,25,25,-,25,14,22,22,-,1,20,15,3,2,-,15,8,10,33,3,5,5,13,2,2,19,23,10,0,14,24,6,5,17,16,0,17,33
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,India,Chinese Taipei,3,1,22,25,25,25,-,25,14,22,22,-,2,17,14,3,0,-,14,3,12,29,3,1,5,9,0,1,23,24,6,0,8,14,8,3,21,14,0,15,29
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,India,Chinese Taipei,3,1,22,25,25,25,-,25,14,22,22,-,3,21,17,3,1,-,17,6,14,37,3,8,9,20,1,1,23,25,17,0,4,21,14,1,19,15,0,22,37
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,India,Chinese Taipei,3,1,22,25,25,25,-,25,14,22,22,-,4,17,15,1,1,-,15,4,12,31,1,7,4,12,1,2,21,24,12,0,5,17,7,4,16,12,0,16,28
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,India,1,3,25,14,22,22,-,22,25,25,25,-,ALL,63,52,11,0,-,52,24,53,129,11,17,22,50,0,8,76,84,52,4,34,90,25,15,69,37,0,87,124
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,India,1,3,25,14,22,22,-,22,25,25,25,-,1,15,12,3,0,-,12,5,10,27,3,6,6,15,0,0,24,24,10,2,9,21,4,2,12,11,0,14,25
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,India,1,3,25,14,22,22,-,22,25,25,25,-,2,12,10,2,0,-,10,10,15,35,2,4,2,8,0,1,14,15,15,0,8,23,9,4,20,9,0,26,35
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,India,1,3,25,14,22,22,-,22,25,25,25,-,3,18,15,3,0,-,15,6,17,38,3,6,10,19,0,1,21,22,13,1,10,24,6,5,20,10,0,26,36
Men,2026,13,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,India,1,3,25,14,22,22,-,22,25,25,25,-,4,18,15,3,0,-,15,3,11,29,3,1,4,8,0,6,17,23,14,1,7,22,6,4,17,7,0,21,28
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,New Zealand,Australia,3,2,16,25,27,19,17,25,23,25,25,15,ALL,73,53,14,6,-,53,18,56,127,14,30,16,60,6,15,83,104,33,6,53,92,42,14,69,24,0,102,126
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,New Zealand,Australia,3,2,16,25,27,19,17,25,23,25,25,15,1,10,8,2,0,-,8,3,10,21,2,6,2,10,0,2,14,16,6,3,11,20,5,4,10,7,0,13,20
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,New Zealand,Australia,3,2,16,25,27,19,17,25,23,25,25,15,2,16,14,0,2,-,14,4,14,32,0,5,7,12,2,4,19,25,7,0,11,18,13,1,16,4,0,27,31
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,New Zealand,Australia,3,2,16,25,27,19,17,25,23,25,25,15,3,22,15,3,4,-,15,3,16,34,3,5,4,12,4,3,19,26,6,1,16,23,13,5,21,8,0,28,36
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,New Zealand,Australia,3,2,16,25,27,19,17,25,23,25,25,15,4,13,9,4,0,-,9,6,13,28,4,9,2,15,0,3,17,20,9,1,10,20,10,4,18,4,0,23,27
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,New Zealand,Australia,3,2,16,25,27,19,17,25,23,25,25,15,5,12,7,5,0,-,7,2,3,12,5,5,1,11,0,3,14,17,5,1,5,11,1,0,4,1,0,11,12
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,Australia,New Zealand,2,3,25,23,25,25,15,16,25,27,19,17,ALL,83,71,6,6,-,71,21,46,138,6,23,14,43,6,21,86,113,30,6,53,89,53,15,83,20,1,120,141
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,Australia,New Zealand,2,3,25,23,25,25,15,16,25,27,19,17,1,20,15,2,3,-,15,3,8,26,2,2,2,6,3,5,17,25,5,0,9,14,10,1,13,9,0,15,24
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,Australia,New Zealand,2,3,25,23,25,25,15,16,25,27,19,17,2,14,14,0,0,-,14,2,17,33,0,7,2,9,0,5,18,23,7,2,12,21,14,7,23,5,0,29,34
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,Australia,New Zealand,2,3,25,23,25,25,15,16,25,27,19,17,3,21,18,2,1,-,18,5,10,33,2,10,4,16,1,3,22,26,9,4,10,23,16,3,21,5,0,30,35
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,Australia,New Zealand,2,3,25,23,25,25,15,16,25,27,19,17,4,17,15,1,1,-,15,6,9,30,1,2,6,9,1,4,19,24,2,0,15,17,10,1,17,0,0,30,30
Men,2026,14,2026/6/23,A,Preliminary,Amdavad,India,Australia,New Zealand,2,3,25,23,25,25,15,16,25,27,19,17,5,11,9,1,1,-,9,5,2,16,1,2,0,3,1,4,10,15,7,0,7,14,3,3,9,1,1,16,18
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,Kazakhstan,1,3,25,24,16,23,-,20,26,25,25,-,ALL,66,58,6,2,-,58,24,50,132,6,25,11,42,2,11,76,89,35,2,47,84,49,12,71,13,0,118,131
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,Kazakhstan,1,3,25,24,16,23,-,20,26,25,25,-,1,20,18,2,0,-,18,2,10,30,2,4,3,9,0,3,21,24,6,1,12,19,12,5,18,7,0,22,29
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,Kazakhstan,1,3,25,24,16,23,-,20,26,25,25,-,2,18,16,2,0,-,16,6,11,33,2,11,3,16,0,3,22,25,11,0,11,22,11,1,15,5,0,27,32
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,Kazakhstan,1,3,25,24,16,23,-,20,26,25,25,-,3,9,8,1,0,-,8,9,14,31,1,5,1,7,0,2,14,16,7,1,13,21,10,3,17,1,0,31,32
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Chinese Taipei,Kazakhstan,1,3,25,24,16,23,-,20,26,25,25,-,4,19,16,1,2,-,16,7,15,38,1,5,4,10,2,3,19,24,11,0,11,22,16,3,21,0,0,38,38
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Kazakhstan,Chinese Taipei,3,1,20,26,25,25,-,25,24,16,23,-,ALL,74,57,15,2,-,57,12,38,107,15,29,29,73,2,11,82,95,41,2,35,78,27,12,50,21,1,81,103
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Kazakhstan,Chinese Taipei,3,1,20,26,25,25,-,25,24,16,23,-,1,17,14,2,1,-,14,4,9,27,2,9,6,17,1,2,18,21,13,0,8,21,5,2,8,7,0,18,25
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Kazakhstan,Chinese Taipei,3,1,20,26,25,25,-,25,24,16,23,-,2,22,17,5,0,-,17,3,11,31,5,6,4,15,0,3,22,25,7,0,15,22,8,5,18,4,1,27,32
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Kazakhstan,Chinese Taipei,3,1,20,26,25,25,-,25,24,16,23,-,3,17,13,3,1,-,13,3,5,21,3,5,10,18,1,4,20,25,7,0,7,14,5,3,12,3,0,17,20
Men,2026,15,2026/6/23,A,Preliminary,Amdavad,India,Kazakhstan,Chinese Taipei,3,1,20,26,25,25,-,25,24,16,23,-,4,18,13,5,0,-,13,2,13,28,5,9,9,23,0,2,22,24,14,2,5,21,9,2,12,7,0,19,26
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Indonesia,Thailand,3,2,19,25,25,23,15,25,19,22,25,12,ALL,81,67,7,7,-,67,26,42,135,7,28,22,57,7,12,88,107,57,2,36,95,35,13,61,55,0,79,134
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Indonesia,Thailand,3,2,19,25,25,23,15,25,19,22,25,12,1,13,10,1,2,-,10,8,8,26,1,6,4,11,2,2,16,20,12,2,7,21,7,2,12,8,0,20,28
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Indonesia,Thailand,3,2,19,25,25,23,15,25,19,22,25,12,2,20,18,2,0,-,18,4,12,34,2,8,9,19,0,2,22,24,13,0,5,18,11,0,15,13,0,18,31
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Indonesia,Thailand,3,2,19,25,25,23,15,25,19,22,25,12,3,17,12,2,3,-,12,7,10,29,2,2,5,9,3,2,20,25,9,0,12,21,9,5,16,10,0,20,30
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Indonesia,Thailand,3,2,19,25,25,23,15,25,19,22,25,12,4,18,18,0,0,-,18,4,8,30,0,6,3,9,0,5,18,23,14,0,10,24,5,5,13,14,0,16,30
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Indonesia,Thailand,3,2,19,25,25,23,15,25,19,22,25,12,5,13,9,2,2,-,9,3,4,16,2,6,1,9,2,1,12,15,9,0,2,11,3,1,5,10,0,5,15
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Thailand,Indonesia,2,3,25,19,22,25,12,19,25,25,23,15,ALL,81,61,18,2,-,61,24,43,128,18,21,19,58,2,8,93,103,53,7,35,95,32,18,73,55,1,74,130
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Thailand,Indonesia,2,3,25,19,22,25,12,19,25,25,23,15,1,21,13,6,2,-,13,4,9,26,6,5,5,16,2,3,19,24,10,2,6,18,7,0,12,12,0,15,27
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Thailand,Indonesia,2,3,25,19,22,25,12,19,25,25,23,15,2,15,12,3,0,-,12,5,16,33,3,4,4,11,0,2,18,20,10,0,12,22,6,5,20,9,0,23,32
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Thailand,Indonesia,2,3,25,19,22,25,12,19,25,25,23,15,3,18,13,5,0,-,13,8,8,29,5,5,6,16,0,1,21,22,14,3,6,23,10,5,18,13,1,16,30
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Thailand,Indonesia,2,3,25,19,22,25,12,19,25,25,23,15,4,17,15,2,0,-,15,4,7,26,2,6,4,12,0,1,24,25,12,0,6,18,6,7,18,13,0,14,27
Men,2026,16,2026/6/23,B,Preliminary,Amdavad,India,Thailand,Indonesia,2,3,25,19,22,25,12,19,25,25,23,15,5,10,8,2,0,-,8,3,3,14,2,1,0,3,0,1,11,12,7,2,5,14,3,1,5,8,0,6,14
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,India,Bahrain,3,0,25,25,25,-,-,21,16,22,-,-,ALL,52,38,14,0,-,38,7,25,70,14,19,21,54,0,9,65,74,34,1,12,47,19,10,41,34,1,36,71
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,India,Bahrain,3,0,25,25,25,-,-,21,16,22,-,-,1,14,11,3,0,-,11,1,13,25,3,8,13,24,0,3,22,25,12,0,3,15,8,2,13,12,1,12,25
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,India,Bahrain,3,0,25,25,25,-,-,21,16,22,-,-,2,19,14,5,0,-,14,1,6,21,5,5,3,13,0,3,21,24,8,1,4,13,6,3,13,11,0,10,21
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,India,Bahrain,3,0,25,25,25,-,-,21,16,22,-,-,3,19,13,6,0,-,13,5,6,24,6,6,5,17,0,3,22,25,14,0,5,19,5,5,15,11,0,14,25
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,Bahrain,India,0,3,21,16,22,-,-,25,25,25,-,-,ALL,44,38,5,1,-,38,20,38,96,5,12,10,27,1,13,46,60,46,0,19,65,22,9,55,34,1,65,100
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,Bahrain,India,0,3,21,16,22,-,-,25,25,25,-,-,1,17,16,1,0,-,16,7,18,41,1,2,4,7,0,6,15,21,13,0,9,22,12,3,28,13,0,29,42
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,Bahrain,India,0,3,21,16,22,-,-,25,25,25,-,-,2,12,10,1,1,-,10,6,8,24,1,6,4,11,1,4,12,17,16,0,5,21,3,3,11,11,0,15,26
Men,2026,17,2026/6/24,A,Preliminary,Amdavad,India,Bahrain,India,0,3,21,16,22,-,-,25,25,25,-,-,3,15,12,3,0,-,12,7,12,31,3,4,2,9,0,3,19,22,17,0,5,22,7,3,16,10,1,21,32
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Oman,Korea,2,3,25,23,13,28,15,23,25,25,26,17,ALL,73,61,9,3,-,61,19,54,134,9,27,16,52,3,13,88,104,39,4,55,98,44,16,74,15,5,119,139
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Oman,Korea,2,3,25,23,13,28,15,23,25,25,26,17,1,16,15,0,1,-,15,1,6,22,0,5,4,9,1,2,21,24,6,1,12,19,5,6,13,6,1,16,23
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Oman,Korea,2,3,25,23,13,28,15,23,25,25,26,17,2,16,14,1,1,-,14,6,11,31,1,6,6,13,1,4,19,24,7,0,14,21,12,1,16,5,1,27,33
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Oman,Korea,2,3,25,23,13,28,15,23,25,25,26,17,3,7,7,0,0,-,7,5,12,24,0,3,1,4,0,3,10,13,8,2,11,21,8,3,15,1,2,25,28
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Oman,Korea,2,3,25,23,13,28,15,23,25,25,26,17,4,22,16,5,1,-,16,3,15,34,5,6,2,13,1,4,23,28,12,0,10,22,8,6,16,1,0,29,30
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Oman,Korea,2,3,25,23,13,28,15,23,25,25,26,17,5,12,9,3,0,-,9,4,10,23,3,7,3,13,0,0,15,15,6,1,8,15,11,0,14,2,1,22,25
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Korea,Oman,3,2,23,25,25,26,17,25,23,13,28,15,ALL,83,70,9,4,-,70,18,47,135,9,25,19,53,4,18,94,116,50,3,38,91,43,14,78,33,2,104,139
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Korea,Oman,3,2,23,25,25,26,17,25,23,13,28,15,1,20,18,1,1,-,18,4,7,29,1,9,4,14,1,5,18,24,14,1,7,22,6,1,8,12,0,17,29
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Korea,Oman,3,2,23,25,25,26,17,25,23,13,28,15,2,15,12,3,0,-,12,4,16,32,3,3,3,9,0,3,21,24,8,1,11,20,10,3,19,5,0,27,32
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Korea,Oman,3,2,23,25,25,26,17,25,23,13,28,15,3,17,13,2,2,-,13,1,3,17,2,2,6,10,2,4,19,25,6,0,4,10,7,3,15,7,1,10,18
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Korea,Oman,3,2,23,25,25,26,17,25,23,13,28,15,4,19,18,1,0,-,18,6,8,32,1,9,2,12,0,4,22,26,12,1,11,24,10,3,18,8,0,24,32
Men,2026,18,2026/6/25,B,Preliminary,Amdavad,India,Korea,Oman,3,2,23,25,25,26,17,25,23,13,28,15,5,12,9,2,1,-,9,3,13,25,2,2,4,8,1,2,14,17,10,0,5,15,10,4,18,1,1,26,28
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,Chinese Taipei,New Zealand,3,0,25,25,25,-,-,19,23,22,-,-,ALL,54,47,5,2,-,47,13,27,87,5,8,10,23,2,6,65,73,19,7,36,62,33,7,46,21,2,63,86
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,Chinese Taipei,New Zealand,3,0,25,25,25,-,-,19,23,22,-,-,1,18,17,1,0,-,17,1,12,30,1,0,5,6,0,2,22,24,5,4,11,20,17,3,21,7,1,22,30
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,Chinese Taipei,New Zealand,3,0,25,25,25,-,-,19,23,22,-,-,2,16,12,2,2,-,12,8,6,26,2,2,1,5,2,2,21,25,4,1,15,20,8,2,12,5,1,20,26
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,Chinese Taipei,New Zealand,3,0,25,25,25,-,-,19,23,22,-,-,3,20,18,2,0,-,18,4,9,31,2,6,4,12,0,2,22,24,10,2,10,22,8,2,13,9,0,21,30
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,New Zealand,Chinese Taipei,0,3,19,23,22,-,-,25,25,25,-,-,ALL,48,35,6,7,-,35,18,31,84,6,20,8,34,7,4,55,66,22,2,43,67,23,10,42,14,2,72,88
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,New Zealand,Chinese Taipei,0,3,19,23,22,-,-,25,25,25,-,-,1,15,11,0,4,-,11,7,18,36,0,7,1,8,4,0,16,20,5,0,17,22,13,4,21,4,1,31,36
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,New Zealand,Chinese Taipei,0,3,19,23,22,-,-,25,25,25,-,-,2,16,11,4,1,-,11,6,4,21,4,6,4,14,1,3,19,23,9,2,12,23,1,3,6,5,1,16,22
Men,2026,19,2026/6/25,A,Preliminary,Amdavad,India,New Zealand,Chinese Taipei,0,3,19,23,22,-,-,25,25,25,-,-,3,17,13,2,2,-,13,5,9,27,2,7,3,12,2,1,20,23,8,0,14,22,9,3,15,5,0,25,30
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Bahrain,Kazakhstan,3,1,22,25,25,25,-,25,23,17,20,-,ALL,70,60,5,5,-,60,26,40,126,5,17,18,40,5,6,85,96,40,4,28,72,40,16,86,52,0,75,127
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Bahrain,Kazakhstan,3,1,22,25,25,25,-,25,23,17,20,-,1,17,14,2,1,-,14,9,11,34,2,4,4,10,1,0,22,23,13,1,8,22,11,7,26,10,0,25,35
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Bahrain,Kazakhstan,3,1,22,25,25,25,-,25,23,17,20,-,2,17,16,0,1,-,16,4,9,29,0,5,1,6,1,3,20,24,11,2,5,18,9,6,21,15,0,15,30
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Bahrain,Kazakhstan,3,1,22,25,25,25,-,25,23,17,20,-,3,19,15,3,1,-,15,4,9,28,3,4,5,12,1,2,22,25,5,1,7,13,8,1,19,13,0,14,27
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Bahrain,Kazakhstan,3,1,22,25,25,25,-,25,23,17,20,-,4,17,15,0,2,-,15,9,11,35,0,4,8,12,2,1,21,24,11,0,8,19,12,2,20,14,0,21,35
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Kazakhstan,Bahrain,1,3,25,23,17,20,-,22,25,25,25,-,ALL,70,46,20,4,-,46,14,61,121,20,28,16,64,4,14,68,86,52,5,33,90,28,18,65,39,1,82,122
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Kazakhstan,Bahrain,1,3,25,23,17,20,-,22,25,25,25,-,1,21,14,6,1,-,14,4,18,36,6,9,5,20,1,2,21,24,17,1,5,23,9,4,19,12,0,23,35
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Kazakhstan,Bahrain,1,3,25,23,17,20,-,22,25,25,25,-,2,17,12,3,2,-,12,2,12,26,3,4,2,9,2,6,16,24,14,1,6,21,5,7,15,9,0,17,26
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Kazakhstan,Bahrain,1,3,25,23,17,20,-,22,25,25,25,-,3,15,10,4,1,-,10,4,17,31,4,5,3,12,1,4,12,17,13,1,9,23,8,5,19,10,1,22,33
Men,2026,20,2026/6/25,A,Preliminary,Amdavad,India,Kazakhstan,Bahrain,1,3,25,23,17,20,-,22,25,25,25,-,4,17,10,7,0,-,10,4,14,28,7,10,6,23,0,2,19,21,8,2,13,23,6,2,12,8,0,20,28
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,India,Australia,3,0,26,25,30,-,-,24,15,28,-,-,ALL,50,38,6,6,-,38,16,35,89,6,24,19,49,6,6,68,80,22,0,30,52,34,15,64,16,1,74,91
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,India,Australia,3,0,26,25,30,-,-,24,15,28,-,-,1,16,13,1,2,-,13,7,9,29,1,5,5,11,2,4,20,26,8,0,13,21,10,7,21,6,0,25,31
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,India,Australia,3,0,26,25,30,-,-,24,15,28,-,-,2,15,11,2,2,-,11,2,12,25,2,7,5,14,2,1,21,24,5,0,6,11,13,3,20,4,0,21,25
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,India,Australia,3,0,26,25,30,-,-,24,15,28,-,-,3,19,14,3,2,-,14,7,14,35,3,12,9,24,2,1,27,30,9,0,11,20,11,5,23,6,1,28,35
Men,2026,21,2026/6/26,A,Preliminary,Amdavad,India,Australia,India,0,3,24,15,28,-,-,26,25,30,-,-,ALL,50,41,9,0,-,41,19,47,107,9,13,13,35,0,16,52,68,20,6,48,74,35,17,69,4,1,103,108
